Date,Time,"Virtual Memory Commited [MB]","Virtual Memory Available [MB]","Virtual Memory Load [%]","Physical Memory Used [MB]","Physical Memory Available [MB]","Physical Memory Load [%]","Page File Usage [%]","Core 0 VID [V]","Core 1 VID [V]","Core 2 VID [V]","Core 3 VID [V]","Core 0 Clock [MHz]","Core 1 Clock [MHz]","Core 2 Clock [MHz]","Core 3 Clock [MHz]","Bus Clock [MHz]","Core 0 Effective Clock [MHz]","Core 1 Effective Clock [MHz]","Core 2 Effective Clock [MHz]","Core 3 Effective Clock [MHz]","Average Effective Clock [MHz]","Core 0 Usage [%]","Core 1 Usage [%]","Core 2 Usage [%]","Core 3 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","Core 0 Ratio [x]","Core 1 Ratio [x]","Core 2 Ratio [x]","Core 3 Ratio [x]","Package C6 Residency [%]","Core 0 C0 Residency [%]","Core 1 C0 Residency [%]","Core 2 C0 Residency [%]","Core 3 C0 Residency [%]","Core 0 C1 Residency [%]","Core 1 C1 Residency [%]","Core 2 C1 Residency [%]","Core 3 C1 Residency [%]","Core 0 C6 Residency [%]","Core 1 C6 Residency [%]","Core 2 C6 Residency [%]","Core 3 C6 Residency [%]","Memory Clock [MHz]","Memory Clock Ratio [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Trc [T]","Trfc [T]","Command Rate [T]","CPU (Tctl/Tdie) [�C]","CPU SOC [�C]","APU GFX [�C]","CPU Core Voltage (SVI2 TFN) [V]","SoC Voltage (SVI2 TFN) [V]","CPU Core VID (Effective) [V]","CPU TDC [A]","CPU Package Power (SMU) [W]","Core 0 Power (SMU) [W]","Core 1 Power (SMU) [W]","Core 2 Power (SMU) [W]","Core 3 Power (SMU) [W]","CPU Core Power [W]","CPU SoC Power [W]","Core+SoC Power [W]","APU STAPM [W]","Infinity Fabric Clock (FCLK) [MHz]","Memory Controller Clock (UCLK) [MHz]","CPU TDC Limit [%]","CPU PPT FAST Limit [%]","CPU PPT SLOW Limit [%]","APU STAPM Limit [%]","Thermal Throttling (HTC) [Yes/No]","Thermal Throttling (PROCHOT CPU) [Yes/No]","Thermal Throttling (PROCHOT EXT) [Yes/No]","System1 [�C]","Chipset [�C]","CPU [�C]","PCIEX16 [�C]","VRM MOS [�C]","VSOC MOS [�C]","Vcore [V]","+3.3V [V]","+12V [V]","+5V [V]","CPU VCORE SOC [V]","CPU VDDP [V]","DRAM [V]","3VSB [V]","VBAT [V]","AVCC3 [V]","CPU [RPM]","System 1 [RPM]","Chassis Intrusion [Yes/No]","Drive Temperature [�C]","Drive Remaining Life [%]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Total Host Reads [GB]","Drive Temperature [�C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","GPU Temperature [�C]","VDDCR_CPU [V]","VDDCR_SOC [V]","GPU Clock [MHz]","GPU Memory Clock [MHz]","GPU SoC Clock [MHz]","GPU VCN Clock [MHz]","GPU Utilization [%]","GPU D3D Usage [%]","GPU Video Decode 0 Usage [%]","GPU Video Encode 0 Usage [%]","GPU Video Encode 1 Usage [%]","GPU Computing (High Priority Compute) Usage [%]","GPU Computing (Compute 0) Usage [%]","GPU Computing (Compute 1) Usage [%]","GPU D3D Memory Dedicated [MB]","GPU D3D Memory Dynamic [MB]","PCIe Link Speed [GT/s]","GPU Memory Usage [MB]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total Errors []",
14.8.2020,15:35:8.692,5415,11429,32.1,3398,2693,55.7,0.1,0.894,1.238,0.900,0.900,1344.3,2957.5,2957.5,2657.8,99.9,178.4,290.2,115.4,134.0,179.5,7.4,5.9,2.2,3.7,7.4,4.8,13.5,29.6,29.6,26.6,11.8,10.1,13.5,7.6,8.1,41.9,58.7,23.2,23.8,48.2,27.8,69.3,68.2,1498.7,15.00,16,18,18,36,54,390,1,35.6,34.1,31.9,0.912,1.087,0.906,1.625,4.255,0.122,0.199,0.067,0.084,1.822,5.416,7.238,11.448,1500.0,1500.0,2.5,11.0,12.6,17.6,No,No,No,34,46,35,16,34,37,1.368,3.324,12.168,5.070,1.212,0.924,1.380,3.336,3.096,3.072,1493,663,Yes,41,100.0,No,No,954,1896,36,No,No,0.0,0.0,0.0,0.000,0.047,13999,9784,0.0,0.0,0.0,0.000,0.000,46,0,31.0,1.150,1.087,200.0,1500.0,199.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,195,28,8.0,232,0,0,0.000,0.000,554,31,0.295,0.217,0,
14.8.2020,15:35:10.780,5403,11440,32.0,3392,2700,55.6,0.1,0.900,1.200,0.981,0.912,2957.5,2957.5,2957.5,1344.3,99.9,195.7,321.5,109.4,86.2,178.2,6.0,6.0,3.0,1.4,6.0,4.1,29.6,29.6,29.6,13.5,9.1,10.8,13.5,7.2,5.7,35.3,58.7,17.6,5.8,54.0,27.8,75.2,88.5,1498.7,15.00,16,18,18,36,54,390,1,34.6,34.0,31.8,0.912,1.087,0.906,1.507,4.055,0.113,0.219,0.040,0.017,1.586,5.123,6.709,11.403,1500.0,1500.0,2.3,10.4,11.9,17.5,No,No,No,34,46,34,16,34,37,0.900,3.324,12.168,5.070,1.212,0.924,1.380,3.336,3.096,3.072,1436,665,Yes,41,100.0,No,No,954,1896,36,No,No,0.0,0.1,0.1,0.000,0.102,13999,9784,0.0,0.0,0.0,0.000,0.000,46,0,32.0,0.906,1.087,200.0,1500.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195,28,8.0,232,0,0,0.000,0.000,554,31,0.363,1.057,0,
14.8.2020,15:35:12.870,5412,11431,32.1,3405,2687,55.8,0.1,0.912,0.912,0.912,0.912,1344.3,1398.8,1344.3,1398.8,99.9,217.0,313.2,163.9,105.2,199.8,5.9,5.2,3.7,1.4,5.9,4.0,13.5,14.0,13.5,14.0,4.1,10.8,14.4,8.8,6.1,36.5,63.1,32.6,15.6,52.7,22.6,58.6,78.3,1498.7,15.00,16,18,18,36,54,390,1,34.5,34.1,31.9,0.912,1.087,0.906,2.231,4.419,0.162,0.266,0.128,0.065,2.076,5.540,7.616,11.381,1500.0,1500.0,3.4,11.5,11.8,17.5,No,No,No,34,46,34,16,34,37,0.900,3.324,12.168,5.070,1.212,0.924,1.380,3.336,3.096,3.072,1418,665,Yes,41,100.0,No,No,954,1896,36,No,No,0.5,0.1,0.6,0.483,0.157,14000,9784,0.0,0.0,0.0,0.000,0.000,46,0,31.0,0.968,1.087,200.0,1500.0,199.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,195,28,8.0,232,0,0,0.000,0.000,554,31,2.064,1.998,0,
14.8.2020,15:35:14.967,5370,11473,31.8,3361,2731,55.1,0.1,0.900,0.912,0.912,1.206,2957.5,2957.5,2957.5,2957.5,99.9,380.5,431.4,304.2,348.9,366.2,8.9,7.4,4.4,6.7,8.9,6.9,29.6,29.6,29.6,29.6,6.0,15.0,16.6,12.0,13.8,67.8,64.4,38.8,56.2,17.2,19.0,49.2,30.0,1498.7,15.00,16,18,18,36,54,390,1,41.6,34.4,32.0,0.912,1.087,0.906,2.673,5.145,0.308,0.326,0.246,0.297,3.689,5.518,9.207,11.365,1500.0,1500.0,4.1,13.3,11.9,17.5,No,No,No,34,46,41,16,34,37,1.116,3.324,12.168,5.070,1.224,0.924,1.380,3.336,3.096,3.072,1618,664,Yes,41,100.0,No,No,954,1896,36,No,No,0.0,0.0,0.0,0.000,0.096,14000,9785,0.0,0.0,0.0,0.000,0.000,46,0,32.0,0.906,1.087,200.0,1500.0,199.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,195,28,8.0,232,0,0,0.000,0.000,554,31,0.216,0.140,0,
14.8.2020,15:35:17.062,5392,11451,32.0,3377,2714,55.4,0.1,1.369,1.363,1.350,1.363,2664.4,2664.4,2664.4,2664.4,99.9,295.4,383.5,221.2,279.5,294.9,12.5,8.8,5.1,8.2,12.5,8.6,26.7,26.7,26.7,26.7,0.3,13.9,16.6,10.4,13.1,65.7,64.4,29.1,61.8,20.4,19.0,60.5,25.1,1498.7,15.00,16,18,18,36,54,390,1,38.6,34.2,32.1,1.375,1.081,1.388,2.974,5.136,0.236,0.285,0.169,0.269,3.173,6.034,9.208,11.366,1500.0,1500.0,4.6,13.3,12.3,17.5,No,No,No,34,46,38,16,34,37,0.888,3.324,12.168,5.070,1.212,0.924,1.380,3.336,3.096,3.072,1577,665,Yes,41,100.0,No,No,954,1896,36,No,No,0.0,0.0,0.0,0.000,0.006,14000,9785,0.0,0.0,0.0,0.000,0.000,46,0,31.0,1.387,1.087,200.0,1500.0,199.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,195,28,8.0,232,0,0,0.000,0.000,554,31,4.711,22.353,0,
14.8.2020,15:35:19.148,5404,11440,32.0,3391,2701,55.6,0.1,0.900,0.981,1.363,0.900,2957.5,2957.5,2957.5,2957.5,99.9,436.5,443.5,319.8,284.1,371.0,13.5,10.5,10.5,10.5,13.5,11.3,29.6,29.6,29.6,29.6,17.4,16.1,17.9,14.0,12.1,33.1,56.9,38.9,35.1,50.8,25.2,47.1,52.9,1498.7,15.00,16,18,18,36,54,390,1,36.3,34.8,32.3,0.900,1.087,0.900,3.640,5.294,0.435,0.429,0.336,0.298,3.644,6.152,9.796,11.410,1500.0,1500.0,5.6,13.9,13.3,17.6,No,No,No,34,47,36,16,34,37,1.020,3.324,12.168,5.070,1.212,0.924,1.380,3.336,3.096,3.072,1520,665,Yes,41,100.0,No,No,954,1896,36,No,No,0.1,0.1,0.2,0.002,0.125,14000,9785,0.0,0.0,0.0,0.000,0.000,46,0,31.0,0.906,1.087,200.0,1500.0,199.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,195,28,8.0,232,0,0,0.000,0.000,554,31,19.587,5.382,0,
14.8.2020,15:35:21.245,5392,11451,32.0,3360,2732,55.1,0.1,0.912,0.887,0.750,0.750,1398.8,1398.8,2957.5,1344.3,99.9,192.6,284.4,219.7,281.5,244.5,6.7,5.2,4.4,5.9,6.7,5.6,14.0,14.0,29.6,13.5,1.9,10.7,13.5,10.1,12.1,35.2,74.9,26.3,45.9,54.1,11.6,63.6,42.1,1498.7,15.00,16,18,18,36,54,390,1,42.6,34.1,31.9,0.912,1.087,0.906,2.532,4.556,0.122,0.204,0.165,0.253,2.630,5.137,7.767,11.383,1500.0,1500.0,3.9,11.7,12.7,17.5,No,No,No,34,46,42,16,34,37,0.900,3.324,12.168,5.070,1.224,0.924,1.380,3.336,3.096,3.072,1534,666,Yes,41,100.0,No,No,954,1896,36,No,No,0.0,0.8,0.8,0.000,2.409,14000,9790,0.0,0.0,0.0,0.000,0.000,46,0,31.0,1.350,1.087,200.0,1500.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195,28,8.0,232,0,0,0.000,0.000,554,31,0.846,0.884,0,
14.8.2020,15:35:23.339,5386,11458,31.9,3346,2746,54.9,0.1,0.894,0.906,1.250,1.250,2957.5,2957.5,2957.5,2957.5,99.9,276.9,346.4,229.5,231.5,271.1,8.2,7.4,5.2,7.5,8.2,7.1,29.6,29.6,29.6,29.6,12.0,12.0,14.8,9.1,9.1,24.6,55.3,13.1,15.1,63.5,29.9,77.8,75.9,1498.7,15.00,16,18,18,36,54,390,1,39.6,34.1,31.9,0.887,1.087,0.887,1.464,4.355,0.185,0.256,0.172,0.176,1.926,5.492,7.417,11.340,1500.0,1500.0,2.3,11.2,11.9,17.4,No,No,No,34,46,39,16,34,37,0.420,3.324,12.168,5.070,1.212,0.924,1.380,3.336,3.096,3.072,1591,666,Yes,41,100.0,No,No,954,1896,36,No,No,0.0,0.0,0.0,0.000,0.037,14000,9790,0.0,0.0,0.0,0.000,0.000,46,0,32.0,0.887,1.087,200.0,1500.0,199.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,195,28,8.0,232,0,0,0.000,0.000,554,31,1.938,0.464,0,
14.8.2020,15:35:25.430,5385,11459,31.9,3346,2745,54.9,0.1,0.894,0.887,0.894,0.912,2957.5,2957.5,2957.5,1344.3,99.9,104.3,184.4,81.6,58.8,107.3,0.7,2.2,0.7,0.7,2.2,1.1,29.6,29.6,29.6,13.5,25.8,7.3,10.7,5.4,4.4,18.5,49.8,15.1,16.5,74.2,39.6,79.6,79.2,1498.7,15.00,16,18,18,36,54,390,1,36.4,34.0,31.9,0.912,1.087,0.900,1.512,3.611,0.031,0.104,0.037,0.024,0.765,5.159,5.924,11.304,1500.0,1500.0,2.3,9.3,11.6,17.4,No,No,No,34,46,36,16,34,37,0.900,3.324,12.168,5.070,1.212,0.924,1.380,3.336,3.096,3.072,1523,665,Yes,41,100.0,No,No,954,1896,36,No,No,0.0,0.0,0.0,0.000,0.000,14000,9790,0.0,0.0,0.0,0.000,0.000,46,0,31.0,1.075,1.087,200.0,1500.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195,28,8.0,232,0,0,0.000,0.000,554,31,0.694,0.069,0,
14.8.2020,15:35:27.519,5382,11461,31.9,3347,2745,54.9,0.1,0.912,0.950,0.912,0.912,1344.3,2957.5,3771.8,1344.3,99.9,186.7,305.3,207.6,109.7,202.3,6.0,4.5,5.2,4.5,6.0,5.0,13.5,29.6,37.8,13.5,0.0,10.5,10.7,11.3,6.4,57.2,49.8,58.7,4.2,32.3,39.6,30.0,89.4,1498.7,15.00,16,18,18,36,54,390,1,34.5,33.9,31.9,0.912,1.087,0.906,1.821,4.608,0.116,0.213,0.151,0.030,2.389,5.636,8.025,11.262,1500.0,1500.0,2.8,12.0,11.3,17.3,No,No,No,34,46,34,16,34,37,0.924,3.324,12.168,5.070,1.212,0.924,1.380,3.336,3.096,3.072,1445,666,Yes,41,100.0,No,No,954,1896,36,No,No,0.0,0.1,0.1,0.000,0.148,14000,9790,0.0,0.0,0.0,0.000,0.000,46,0,31.0,1.312,1.087,200.0,1500.0,199.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,194,28,8.0,231,0,0,0.000,0.000,554,31,0.122,0.192,0,
14.8.2020,15:35:29.624,5415,11428,32.1,3369,2723,55.3,0.1,0.894,0.894,0.912,0.912,1398.8,1398.8,1398.8,1398.8,99.9,483.4,516.4,486.1,521.4,501.8,12.5,16.2,17.7,16.2,17.7,15.6,14.0,14.0,14.0,14.0,6.7,18.6,19.7,18.9,18.6,50.4,59.4,61.1,40.9,31.1,20.9,20.1,40.6,1498.7,15.00,16,18,18,36,54,390,1,42.4,35.0,32.2,0.887,1.087,0.887,3.727,5.984,0.504,0.496,0.549,0.592,5.005,6.405,11.410,11.294,1500.0,1500.0,5.7,15.9,12.4,17.4,No,No,No,34,46,42,16,34,37,0.900,3.324,12.168,5.070,1.212,0.912,1.380,3.336,3.096,3.072,1530,665,Yes,41,100.0,No,No,954,1896,36,No,No,0.2,0.1,0.3,0.004,0.218,14000,9790,0.0,0.0,0.0,0.000,0.000,46,0,32.0,0.956,1.087,200.0,1500.0,199.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,194,28,8.0,231,0,0,0.000,0.000,554,31,31.756,25.933,0,
14.8.2020,15:35:31.718,5414,11430,32.1,3369,2723,55.3,0.1,0.894,0.900,1.288,0.912,1344.3,2957.5,1344.3,1344.3,99.9,107.8,129.3,71.1,76.0,96.0,2.2,4.4,2.9,0.0,4.4,2.4,13.5,29.6,13.5,13.5,41.3,8.0,9.3,5.3,4.9,16.0,17.4,12.4,10.5,76.1,73.4,82.3,84.7,1498.7,15.00,16,18,18,36,54,390,1,39.1,33.9,31.9,0.912,1.087,0.906,1.591,3.346,0.036,0.050,0.030,0.033,0.367,5.118,5.485,11.272,1500.0,1500.0,2.4,8.6,12.1,17.3,No,No,No,34,46,39,16,34,37,0.744,3.324,12.168,5.070,1.212,0.924,1.380,3.336,3.096,3.072,1595,664,Yes,41,100.0,No,No,954,1896,36,No,No,0.0,0.1,0.1,0.000,0.087,14000,9791,0.0,0.0,0.0,0.000,0.000,46,0,31.0,1.093,1.087,200.0,1500.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194,28,8.0,231,0,0,0.000,0.000,554,31,0.138,0.129,0,
14.8.2020,15:35:33.808,5389,11454,31.9,3356,2735,55.0,0.1,0.912,1.000,0.912,0.912,1344.3,2957.5,1344.3,1344.3,99.9,206.7,263.6,212.7,198.1,220.3,6.7,7.4,4.4,4.4,7.4,5.7,13.5,29.6,13.5,13.5,27.8,10.1,9.3,9.1,8.7,23.4,17.4,26.7,30.6,66.6,73.4,64.2,60.7,1498.7,15.00,16,18,18,36,54,390,1,36.1,34.1,31.9,0.887,1.087,0.887,0.949,4.173,0.124,0.171,0.158,0.161,1.701,5.506,7.207,11.203,1500.0,1500.0,1.5,10.7,11.1,17.2,No,No,No,34,46,36,16,34,37,0.912,3.324,12.168,5.070,1.224,0.924,1.380,3.336,3.096,3.072,1496,664,Yes,41,100.0,No,No,954,1896,36,No,No,0.0,0.0,0.0,0.000,0.036,14000,9791,0.0,0.0,0.0,0.000,0.000,46,0,30.0,1.106,1.087,200.0,1500.0,199.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,194,28,8.0,231,0,0,0.000,0.000,554,31,0.118,0.070,0,
14.8.2020,15:35:35.898,5408,11435,32.1,3370,2721,55.3,0.1,1.356,1.369,1.388,0.963,2664.4,3197.3,2677.8,2957.5,99.9,453.5,556.7,510.9,421.2,485.6,10.4,11.9,12.6,12.6,12.6,11.9,26.7,32.0,26.8,29.6,2.4,17.3,20.2,19.1,16.3,47.0,74.3,53.1,51.3,35.6,5.5,27.8,32.4,1498.7,15.00,16,18,18,36,54,390,1,35.4,34.6,32.1,0.912,1.087,0.906,2.620,5.805,0.439,0.547,0.544,0.438,4.556,6.254,10.810,11.198,1500.0,1500.0,4.0,15.2,11.6,17.2,No,No,No,34,46,35,16,34,37,1.380,3.324,12.168,5.070,1.212,0.924,1.380,3.336,3.096,3.072,1439,665,Yes,41,100.0,No,No,954,1896,36,No,No,0.1,0.0,0.2,0.003,0.008,14000,9791,0.0,0.0,0.0,0.000,0.000,46,0,31.0,1.006,1.087,200.0,1500.0,199.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,194,28,8.0,231,0,0,0.000,0.000,555,31,24.690,25.996,0,
14.8.2020,15:35:37.990,5413,11431,32.1,3377,2714,55.4,0.1,0.900,0.894,0.912,0.912,1398.8,1398.8,1398.8,1398.8,99.9,214.5,256.6,143.7,139.9,188.7,7.5,3.0,2.2,3.0,7.5,3.9,14.0,14.0,14.0,14.0,22.5,10.8,12.5,8.4,8.5,39.5,45.6,34.1,33.3,49.8,41.9,57.6,58.3,1498.7,15.00,16,18,18,36,54,390,1,34.3,34.3,32.1,0.887,1.087,0.887,3.289,4.286,0.142,0.184,0.108,0.116,1.795,5.695,7.490,11.241,1500.0,1500.0,5.1,11.2,12.7,17.3,No,No,No,34,46,34,16,34,37,0.924,3.324,12.168,5.070,1.224,0.924,1.380,3.336,3.096,3.072,1421,665,Yes,41,100.0,No,No,954,1896,36,No,No,0.0,0.0,0.0,0.000,0.070,14000,9791,0.0,0.0,0.0,0.000,0.000,46,0,31.0,0.906,1.087,200.0,1500.0,199.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,194,28,8.0,231,0,0,0.000,0.000,555,31,4.769,0.519,0,
14.8.2020,15:35:40.074,5404,11439,32.0,3373,2719,55.3,0.1,0.912,0.988,1.212,0.912,1344.3,2957.5,2957.5,1344.3,99.9,286.4,398.0,208.0,221.0,278.3,7.4,5.9,6.7,5.9,7.4,6.5,13.5,29.6,29.6,13.5,3.9,12.5,16.2,11.3,9.1,55.3,76.8,53.9,17.1,32.2,7.0,34.8,73.8,1498.7,15.00,16,18,18,36,54,390,1,41.1,34.2,32.0,0.912,1.087,0.900,2.140,4.874,0.194,0.264,0.149,0.148,2.821,5.749,8.570,11.209,1500.0,1500.0,3.3,12.6,12.2,17.2,No,No,No,34,46,41,16,34,37,0.924,3.324,12.168,5.070,1.212,0.924,1.380,3.336,3.096,3.072,1591,664,Yes,41,100.0,No,No,954,1896,36,No,No,0.0,0.2,0.2,0.000,0.280,14000,9791,0.0,0.0,0.0,0.000,0.000,46,0,31.0,1.106,1.087,200.0,1500.0,199.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,194,28,8.0,232,0,0,0.000,0.000,555,31,0.438,0.980,0,
14.8.2020,15:35:42.169,5406,11438,32.0,3362,2729,55.1,0.1,0.912,0.750,0.750,0.750,1398.8,1398.8,1398.8,1398.8,99.9,121.2,210.9,80.8,112.9,131.4,2.2,2.2,2.2,3.7,3.7,2.6,14.0,14.0,14.0,14.0,17.0,7.7,10.8,5.3,6.3,19.4,58.6,12.3,20.8,73.0,30.6,82.4,72.9,1498.7,15.00,16,18,18,36,54,390,1,37.9,33.8,31.9,1.350,1.087,1.369,1.911,3.969,0.056,0.146,0.032,0.087,1.215,5.515,6.730,11.187,1500.0,1500.0,2.9,10.3,11.9,17.2,No,No,No,34,47,38,16,34,37,0.924,3.324,12.168,5.070,1.212,0.924,1.380,3.312,3.096,3.072,1555,665,Yes,41,100.0,No,No,954,1896,36,No,No,0.0,0.0,0.0,0.000,0.008,14000,9791,0.0,0.0,0.0,0.000,0.000,46,0,31.0,1.368,1.087,200.0,1500.0,199.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,194,28,8.0,232,0,0,0.000,0.000,555,31,4.532,17.111,0,
14.8.2020,15:35:44.254,5426,11418,32.2,3383,2708,55.5,0.1,1.363,1.350,1.344,1.375,2664.4,3996.7,3996.7,3996.7,99.9,476.0,753.0,731.6,585.5,636.5,14.1,17.9,19.4,19.4,19.4,17.7,26.7,40.0,40.0,40.0,1.8,19.2,10.8,24.3,20.8,76.6,58.6,71.1,76.2,4.3,30.6,4.5,3.0,1498.7,15.00,16,18,18,36,54,390,1,44.6,34.9,32.3,1.375,1.087,1.400,3.347,6.728,0.483,0.743,0.804,0.627,6.006,7.075,13.081,11.209,1500.0,1500.0,5.1,17.8,12.7,17.2,No,No,No,34,47,44,16,34,37,1.368,3.324,12.168,5.070,1.212,0.924,1.380,3.336,3.096,3.072,1691,665,Yes,41,100.0,No,No,954,1896,36,No,No,0.6,0.0,0.6,0.004,0.081,14000,9792,0.0,0.0,0.0,0.000,0.000,46,0,32.0,1.412,1.087,200.0,1500.0,199.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,194,28,8.0,232,0,0,0.000,0.000,555,31,30.377,8.057,0,
14.8.2020,15:35:46.342,5434,11409,32.2,3390,2702,55.6,0.1,0.912,0.975,1.275,0.950,2957.5,2957.5,2957.5,2957.5,99.9,901.2,835.2,592.9,526.2,713.9,21.0,20.3,14.2,12.0,21.0,16.9,29.6,29.6,29.6,29.6,7.3,30.5,29.8,24.6,23.5,53.7,58.7,51.7,48.1,15.8,11.5,23.7,28.4,1498.7,15.00,16,18,18,36,54,390,1,41.8,36.0,32.5,0.912,1.087,0.906,5.377,7.266,0.844,0.817,0.612,0.539,6.775,7.026,13.801,11.321,1500.0,1500.0,8.3,18.8,14.8,17.4,No,No,No,34,46,42,16,34,37,1.068,3.324,12.168,5.070,1.212,0.924,1.380,3.336,3.096,3.072,1662,665,Yes,41,100.0,No,No,954,1896,36,No,No,0.1,0.2,0.3,0.027,0.358,14000,9792,0.0,0.0,0.0,0.000,0.000,46,0,32.0,1.337,1.087,200.0,1500.0,199.0,0.0,0.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,194,28,8.0,232,0,0,0.000,0.000,555,31,73.166,42.983,0,
14.8.2020,15:35:48.428,5446,11398,32.3,3397,2695,55.7,0.1,0.912,0.950,1.163,0.925,2957.5,2957.5,2957.5,2957.5,99.9,735.6,909.5,830.6,656.4,783.0,25.3,23.1,23.8,19.4,25.3,22.9,29.6,29.6,29.6,29.6,0.0,26.6,30.4,29.5,25.6,73.4,69.6,70.5,74.4,0.0,0.0,0.0,0.0,1498.7,15.00,16,18,18,36,54,390,1,40.1,35.9,32.6,0.912,1.087,0.906,5.908,7.606,0.743,0.899,0.913,0.717,7.511,7.155,14.666,11.428,1500.0,1500.0,9.1,19.8,16.2,17.6,No,No,No,34,46,40,16,34,37,0.924,3.324,12.168,5.070,1.224,0.924,1.380,3.336,3.096,3.072,1599,664,Yes,41,100.0,No,No,954,1896,36,No,No,0.3,0.1,0.3,0.024,0.156,14000,9793,0.0,0.0,0.0,0.000,0.000,46,0,32.0,1.250,1.087,200.0,1500.0,199.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,194,28,8.0,232,0,0,0.000,0.000,555,31,143.553,30.295,0,
14.8.2020,15:35:50.527,5479,11365,32.5,3432,2660,56.3,0.1,0.912,1.337,0.887,0.912,1398.8,1344.3,1398.8,1398.8,99.9,789.8,929.6,1014.3,1022.4,939.0,26.1,20.1,23.8,26.8,26.8,24.2,14.0,13.5,14.0,14.0,1.8,27.6,31.0,32.8,33.4,56.5,62.4,51.3,57.0,15.9,6.6,15.9,9.6,1498.7,15.00,16,18,18,36,54,390,1,38.9,36.5,32.8,0.912,1.087,0.900,7.237,8.066,0.845,0.985,1.167,1.180,8.798,7.080,15.878,11.586,1500.0,1500.0,11.1,21.2,18.1,17.8,No,No,No,34,46,39,16,34,37,0.900,3.324,12.168,5.070,1.212,0.924,1.380,3.336,3.096,3.072,1573,663,Yes,41,100.0,No,No,954,1896,36,No,No,0.5,0.2,0.8,0.027,0.585,14000,9794,0.0,0.0,0.0,0.000,0.000,46,0,31.0,1.075,1.087,200.0,1500.0,199.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,195,28,8.0,232,0,0,0.000,0.000,556,31,407.834,30.224,0,
14.8.2020,15:35:52.615,5462,11381,32.4,3424,2667,56.2,0.1,1.363,0.906,1.337,1.275,1344.3,2664.4,2664.4,3996.7,99.9,734.1,859.2,758.3,570.0,730.4,15.7,19.5,19.5,17.2,19.5,18.0,13.5,26.7,26.7,40.0,4.6,25.5,28.6,25.0,20.6,58.2,58.1,44.9,56.8,16.4,13.3,30.2,22.6,1498.7,15.00,16,18,18,36,54,390,1,46.4,35.9,32.7,1.362,1.087,1.375,4.867,6.928,0.729,0.835,0.763,0.607,6.565,6.619,13.184,11.652,1500.0,1500.0,7.5,17.9,17.7,17.9,No,No,No,34,46,46,16,34,37,1.380,3.324,12.168,5.070,1.212,0.924,1.380,3.336,3.096,3.072,1607,663,Yes,44,100.0,No,No,954,1896,36,No,No,0.1,0.1,0.2,0.051,0.276,14000,9794,0.0,0.0,0.0,0.000,0.000,46,0,32.0,1.375,1.087,200.0,1500.0,199.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,195,28,8.0,232,0,0,0.000,0.000,556,31,170.963,18.382,0,
